Clear Domain,Type,URL,DNS Lookup (ms),TCP Connect (ms),TLS Handshake (ms),DOMContentLoaded (ms),Page Load (ms),Total Time (ms),Circuit Relays (Onion only)
mediapart.fr,onion,https://www.mediapartrvj4bsgolbxixw57ru7fh4jqckparke4vs365guu6ho64yd.onion/,0,988,,3171,3866,3866,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; AAE3E83DB1483D40A50E7BE6078F0EDB4D0546BE:magic848relay:5.250.186.160:ES
mediapart.fr,clear,https://mediapart.fr,23,0,,364,431,431,
riseup.net,onion,http://vww6ybal4bd7szmgncyruucpgfkqahzddi37ktceo3ah7ngmcopnpyyd.onion/index.en.html,0,2096,,2561,5627,5627,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; DD7BD3E5BD0BA48A8C70B0CDF017FA5988B87E27:Assange014nl:45.148.122.114:NL
riseup.net,clear,https://riseup.net,28,547,,772,3128,3128,
blockstream.info,onion,http://explorerzydxu5ecjrkwceayqybizmpjjznk5izmitf2modhcusuqlid.onion/,0,1786,,2248,8162,8162,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; 6D07C4E7E2676CBE492F2DF4946A54E8B2A7026F:prsv:147.45.51.11:IT
blockstream.info,clear,https://blockstream.info,0,277,13,582,2145,2145,
svoboda.org,onion,https://www.svobod7mjzb3hwxhgcnx7ui2ffd4p5zulftzkzdlmpaztuuoxnlpwhyd.onion/,0,3758,,8459,12291,12291,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 20462CBA5DA4C2D963567D17D0B7249718114A68:scaletor:212.47.229.2:FR
svoboda.org,clear,https://svoboda.org,36,15,,369,1304,1304,
archive.org,onion,https://archivep75mbjunhxc6x4j5mwjmomyxb573v42baldlqu56ruil2oiad.onion/,0,2563,,6297,9618,9618,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 109CC636993D55DE41995B2D4CDE83B4C3F75495:7cpbbQ:89.221.219.123:CZ
archive.org,clear,https://archive.org,17,342,,1146,1567,1567,
theguardian.com,onion,https://www.guardian2zotagl6tmjucg3lrhxdk4dw3lhbqnkvvkywawy3oqfoprid.onion/europe,0,3943,,5050,8282,8282,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; C636CDCB32C35CE5103C4AFBDBB066477E3598B0:t0rnod3v2:172.234.118.77:SE
theguardian.com,clear,https://theguardian.com,0,0,2,382,462,462,
brave.com,onion,https://brave4u7jddbv7cyviptqjc7jusxh72uik7zt6adtckl5f4nwy2v72qd.onion/index.html,0,0,1,5601,8275,8275,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 41913709BB2C7BC3C87D797054AE082116D4FD1E:RmbrViliViorelPaun:87.106.168.172:DE
brave.com,clear,https://brave.com,24,48,,288,374,374,
guardian.co.uk,onion,https://www.guardian2zotagl6tmjucg3lrhxdk4dw3lhbqnkvvkywawy3oqfoprid.onion/europe,0,623,,1822,3788,3788,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; C636CDCB32C35CE5103C4AFBDBB066477E3598B0:t0rnod3v2:172.234.118.77:SE
guardian.co.uk,clear,https://guardian.co.uk,0,0,2,400,539,539,
voanews.com,onion,https://www.voanews5aitmne6gs2btokcacixclgfl43cv27sirgbauyyjylwpdtqd.onion/,0,1722,,3426,6922,6922,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 725F56BF1401D312D3046EB4EE748D117A56815B:Heaven24elayingOG3:45.153.34.246:DE
voanews.com,clear,https://voanews.com,27,19,,375,1163,1163,
proton.me,onion,https://protonmailrmez3lotccipshtkleegetolb73fuirgj7r4o4vfu7ozyd.onion/,0,1181,,2382,6456,6456,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 327EEC1C3496BED6056DE756A3FD5AC4A69F84D9:TheSuccubus:178.162.221.111:DE
proton.me,clear,https://proton.me,24,47,,331,468,468,
amnesty.org,onion,https://www.amnestyl337aduwuvpf57irfl54ggtnuera45ygcxzuftwxjvvmpuzqd.onion,0,0,,6883,9553,9553,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 65359390F0E50646E037F0207BF178DB7DF5DCC9:prsv:91.219.23.77:DE
amnesty.org,clear,https://amnesty.org,0,0,2,787,801,801,
propublica.org,onion,http://p53lf57qovyuvwsc6xnrppyply3vtqm7l6pcobkmyqsiofyeznfu5uqd.onion/,0,1266,,3534,10374,10374,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; C506323C1F0496AAF35BD4302B0033E71ED9DA03:Heaven24elayingOG12:45.153.34.221:DE
propublica.org,clear,https://propublica.org,56,31,,1036,2029,2029,
torproject.org,onion,http://2gzyxa5ihm7nsggfxnu52rck2vv4rvmdlkiu3zzui5du4xyclen53wid.onion/index.html,0,2806,,3769,4665,4665,
torproject.org,clear,https://torproject.org,18,46,,790,915,915,
archive.is,onion,http://archiveiya74codqgiixo33q62qlrqtkgmcitqx5u2oeqnmn5bpcbiyd.onion/,0,1367,,2053,2054,2054,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 21EC567DB9FD0ECC942826E3F807CB73A9F528AB:freddiegibbs:64.65.63.12:NL
archive.is,clear,https://archive.is,29,1034,,1949,2881,2881,
rferl.org,onion,https://www.rferlo2zxgv23tct66v45s5mecftol5vod3hf4rqbipfp46fqu2q56ad.onion/,0,1272,,3231,7404,7404,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; 8B3E3A7806FA3A564905BE5CF9D2C431189B4295:prsv:78.129.240.111:GB
rferl.org,clear,https://rferl.org,48,29,,441,1420,1420,
mullvad.net,onion,http://o54hon2e2vj6c7m3aqqu6uyece65by3vgoxxhlqlsvkmacw6a7m7kiad.onion/en,0,749,,1706,5662,5662,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; 9A338F384C5FD3A3604E3250CCF5F5F7629D7717:ForPrivacyNET:185.220.101.202:DE
mullvad.net,clear,https://mullvad.net,0,0,2,276,636,636,
archive.ph,onion,http://archiveiya74codqgiixo33q62qlrqtkgmcitqx5u2oeqnmn5bpcbiyd.onion/,0,379,,1105,1105,1105,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 21EC567DB9FD0ECC942826E3F807CB73A9F528AB:freddiegibbs:64.65.63.12:NL
archive.ph,clear,https://archive.ph,44,1054,,1766,2744,2744,
mempool.space,onion,http://mempoolhqx4isw62xs7abwphsq7ldayuidyx2v2oethdhhj6mlo2r6ad.onion/,0,0,,3969,4877,4877,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 86FD3E9304EDE0BBE0EEF6515FB83F62D45168DB:NTH35R2:192.42.116.187:NL
mempool.space,clear,https://mempool.space,0,0,2,499,1898,1898,
taz.de,onion,http://zervmwoc5flabhlh3heegnspbpoebbgr3kgkaarkpnz2gtsuunlxgqyd.onion/!p4608;web/,0,0,,3663,4877,4877,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; F72AF9F63CD443B2CC7FEB8552EC588EF1992F0A:sklep:95.216.22.24:FI
taz.de,clear,https://taz.de,1,93,1,390,514,514,
marxists.org,onion,http://www.marxists3va6eopxoeiegih3iyex2zg3tmace7afbxjqlabmranzjjad.onion/index.htm,0,20302,,21216,22768,22768,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE
marxists.org,clear,https://marxists.org,26,113,,426,602,602,
wiz.biz,onion,http://wizbizrnszzzyfe6j75tpwd7hn4gf2tlvzdsokkosxfbox73ctzaqdqd.onion/,0,1329,,2405,3123,3123,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; 5D31D09B6B92E2E960A6F654671A308772DDFD99:JednotaParty:78.80.36.112:CZ
wiz.biz,clear,https://wiz.biz,62,336,,763,926,926,
f-droid.org,onion,http://fdroidorg6cooksyluodepej4erfctzk7rrjpjbbr6wx24jh3lqyfwyd.onion/index.html.en,0,952,,4762,5477,5477,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 061273FD35AD52B31E087E60BBE9F9DA1E05C1A2:Patr:188.165.136.211:FR
f-droid.org,clear,https://f-droid.org,1,45,,381,535,535,
cock.li,onion,http://rurcblzhmdk22kttfkel2zduhyu3r6to7knyc7wiorzrx5gw4c3lftad.onion/,0,1258,,1746,2209,2209,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 6B3BA44F69ECF5CF2928718455AE62DCF97E3D95:WindaNinjasRelay:81.152.57.205:GB
cock.li,clear,https://cock.li,12,75,,155,249,249,
mediapart.fr,onion,https://www.mediapartrvj4bsgolbxixw57ru7fh4jqckparke4vs365guu6ho64yd.onion/,0,641,,3091,3600,3600,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; 0EA859733751F8E8CECD70E33C9994BB7A04AC10:prsv:51.178.136.58:FR
mediapart.fr,clear,https://mediapart.fr,21,0,,372,444,444,
riseup.net,onion,http://vww6ybal4bd7szmgncyruucpgfkqahzddi37ktceo3ah7ngmcopnpyyd.onion/index.en.html,0,2187,,2729,5754,5754,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 67CDF7A4D06E98E55AAE595BBEBF38E64C4CCBF3:khao:87.236.194.23:CZ
riseup.net,clear,https://riseup.net,15,552,,781,3137,3137,
blockstream.info,onion,http://explorerzydxu5ecjrkwceayqybizmpjjznk5izmitf2modhcusuqlid.onion/,0,2015,,2917,15151,15151,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 1820F045D3841858AF869F8B292F513C431A7963:dalex:64.65.62.75:US
blockstream.info,clear,https://blockstream.info,18,153,,806,2368,2368,
svoboda.org,onion,https://www.svobod7mjzb3hwxhgcnx7ui2ffd4p5zulftzkzdlmpaztuuoxnlpwhyd.onion/,0,1594,,5324,11155,11155,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 82903E824E4EBD2902BAA57F60E65D3F71CEEDDA:evidence:64.65.62.151:US
svoboda.org,clear,https://svoboda.org,22,16,,376,1309,1309,
archive.org,onion,https://archivep75mbjunhxc6x4j5mwjmomyxb573v42baldlqu56ruil2oiad.onion/,0,4194,,6590,9745,9745,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; ECFDBCDFF24CD0A2D4CECE93CC51EB74A5A16BBD:Vigilance:87.236.197.123:CZ
archive.org,clear,https://archive.org,21,338,1,1185,1760,1760,
theguardian.com,onion,https://www.guardian2zotagl6tmjucg3lrhxdk4dw3lhbqnkvvkywawy3oqfoprid.onion/europe,0,20905,,22754,23900,23900,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; B25D1923C6B85C016B5001E5FB1EADC6DC438B8B:Jacsoby:193.168.143.107:RO
theguardian.com,clear,https://theguardian.com,0,0,2,322,471,471,
brave.com,onion,https://brave4u7jddbv7cyviptqjc7jusxh72uik7zt6adtckl5f4nwy2v72qd.onion/index.html,0,0,1,7065,10279,10279,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; 2FB8E1C8BDC1365F1A9359668041A1A10E8E6377:Mournful9738:195.20.19.180:MD
brave.com,clear,https://brave.com,26,51,,308,368,368,
guardian.co.uk,onion,https://www.guardian2zotagl6tmjucg3lrhxdk4dw3lhbqnkvvkywawy3oqfoprid.onion/europe,0,854,,2493,3198,3198,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; B25D1923C6B85C016B5001E5FB1EADC6DC438B8B:Jacsoby:193.168.143.107:RO
guardian.co.uk,clear,https://guardian.co.uk,0,0,3,424,528,528,
voanews.com,onion,https://www.voanews5aitmne6gs2btokcacixclgfl43cv27sirgbauyyjylwpdtqd.onion/,0,1751,,4159,8284,8284,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 8DE5884F8C976F1AF20982CDBEDA20F1B7155049:UberSucks:45.84.107.236:SE
voanews.com,clear,https://voanews.com,26,17,,352,1048,1048,
proton.me,onion,https://protonmailrmez3lotccipshtkleegetolb73fuirgj7r4o4vfu7ozyd.onion/,0,1385,,2862,3944,3944,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; F6BB688978DF830A5583D0B80CBD87B5BCEEA7A5:prsv:51.210.179.144:FR
proton.me,clear,https://proton.me,11,53,,344,541,541,
amnesty.org,onion,https://www.amnestyl337aduwuvpf57irfl54ggtnuera45ygcxzuftwxjvvmpuzqd.onion,0,0,,9701,10389,10389,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; C5F03E7A798CA237E7BDD44091BEFE35F2F59AE1:Vigilance:87.236.197.123:CZ
amnesty.org,clear,https://amnesty.org,0,0,2,764,776,776,
propublica.org,onion,http://p53lf57qovyuvwsc6xnrppyply3vtqm7l6pcobkmyqsiofyeznfu5uqd.onion/,0,1951,,4300,10677,10677,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 008EAE223B110C8EDEE20D06FB0DD4C43E3E0142:FTPhalifaxRWTH:137.226.34.45:DE
propublica.org,clear,https://propublica.org,27,23,,907,1874,1874,
torproject.org,onion,http://2gzyxa5ihm7nsggfxnu52rck2vv4rvmdlkiu3zzui5du4xyclen53wid.onion/index.html,0,1785,,3215,4305,4305,
torproject.org,clear,https://torproject.org,16,103,,585,830,830,
archive.is,onion,http://archiveiya74codqgiixo33q62qlrqtkgmcitqx5u2oeqnmn5bpcbiyd.onion/,0,1586,,2584,2585,2585,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 85734CFD5351C4524C352E0B847A4251DB1EB850:0xcc01N7:45.94.31.91:NL
archive.is,clear,https://archive.is,31,1008,,1687,3330,3330,
rferl.org,onion,https://www.rferlo2zxgv23tct66v45s5mecftol5vod3hf4rqbipfp46fqu2q56ad.onion/,0,1260,,3687,7766,7766,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; 808CB340B1D79B481C0C116DEB77E0C576ECF69B:noack6i1:195.47.238.88:SE
rferl.org,clear,https://rferl.org,38,15,1,385,1433,1433,
mullvad.net,onion,http://o54hon2e2vj6c7m3aqqu6uyece65by3vgoxxhlqlsvkmacw6a7m7kiad.onion/en,0,1104,,1988,6183,6183,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; 49DC222A7494AEF8E7DBF2E3CAABF23504C77B64:BlickWinkel:45.142.232.203:NL
mullvad.net,clear,https://mullvad.net,0,0,2,387,544,544,
archive.ph,onion,http://archiveiya74codqgiixo33q62qlrqtkgmcitqx5u2oeqnmn5bpcbiyd.onion/,0,534,,1333,1333,1333,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 85734CFD5351C4524C352E0B847A4251DB1EB850:0xcc01N7:45.94.31.91:NL
archive.ph,clear,https://archive.ph,33,1004,,1684,2325,2325,
mempool.space,onion,http://mempoolhqx4isw62xs7abwphsq7ldayuidyx2v2oethdhhj6mlo2r6ad.onion/,0,0,,3581,4462,4462,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; D95A2DF17815BA92E4EA49D2D46EBAEB1DCEBABC:0x90:88.99.7.87:DE
mempool.space,clear,https://mempool.space,0,0,1,466,1964,1964,
taz.de,onion,http://zervmwoc5flabhlh3heegnspbpoebbgr3kgkaarkpnz2gtsuunlxgqyd.onion/!p4608;web/,0,0,,5098,6784,6784,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; 323DBB20AC783C5FD82256D11DEF0E44AACEC6FB:Anulyavana:212.79.125.21:UA
taz.de,clear,https://taz.de,0,139,,1810,1974,1974,
marxists.org,onion,http://www.marxists3va6eopxoeiegih3iyex2zg3tmace7afbxjqlabmranzjjad.onion/index.htm,0,1367,,2327,4050,4050,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; BE2B68B8B88BFC353302360D58ACF9BD9BA98024:NerdreichRelay1:89.58.3.114:DE
marxists.org,clear,https://marxists.org,18,126,,430,609,609,
wiz.biz,onion,http://wizbizrnszzzyfe6j75tpwd7hn4gf2tlvzdsokkosxfbox73ctzaqdqd.onion/,0,1384,,2252,3022,3022,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 39536E9D057C843DDE016407EFF64253D9EB4EBE:Heaven24elayingOG24:45.153.34.222:DE
wiz.biz,clear,https://wiz.biz,1,361,,727,890,890,
f-droid.org,onion,http://fdroidorg6cooksyluodepej4erfctzk7rrjpjbbr6wx24jh3lqyfwyd.onion/index.html.en,0,1393,,2350,3159,3159,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; 6E1D8E05839CBF5999EEBB7B3490C47B4255D93E:ogu42b294gu42gn:93.123.12.250:BG
f-droid.org,clear,https://f-droid.org,0,75,2,409,521,521,
cock.li,onion,http://rurcblzhmdk22kttfkel2zduhyu3r6to7knyc7wiorzrx5gw4c3lftad.onion/,0,1170,,1426,1876,1876,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; FE1AB3C4F9F90E13F85D9E4C7F915DD7DBC28CDE:lunoxia:45.145.40.181:DE
cock.li,clear,https://cock.li,11,73,13,186,274,274,
mediapart.fr,onion,https://www.mediapartrvj4bsgolbxixw57ru7fh4jqckparke4vs365guu6ho64yd.onion/,0,976,,2975,3282,3282,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; C98FD8367B5EF0A7689A81E089A256BC7303DC06:YouTubeSucks:45.84.107.142:SE
mediapart.fr,clear,https://mediapart.fr,41,0,,448,518,518,
riseup.net,onion,http://vww6ybal4bd7szmgncyruucpgfkqahzddi37ktceo3ah7ngmcopnpyyd.onion/index.en.html,0,5116,,5658,8894,8894,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; 9CB75E6343DDB8E38F78A20E9525604F05988FA2:MicrosoftSucks:45.84.107.84:SE
riseup.net,clear,https://riseup.net,18,533,,746,2994,2994,
blockstream.info,onion,http://explorerzydxu5ecjrkwceayqybizmpjjznk5izmitf2modhcusuqlid.onion/,0,5261,,5968,13058,13058,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; CB19C930356F4F321CC87E063EBDE473674F2F97:Unnamed:162.19.171.180:DE
blockstream.info,clear,https://blockstream.info,26,283,,623,2200,2200,
svoboda.org,onion,https://www.svobod7mjzb3hwxhgcnx7ui2ffd4p5zulftzkzdlmpaztuuoxnlpwhyd.onion/,0,1881,,48039,50950,50950,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 0B7BC0BF2C1186C1C6C23742141373B173DA0DA6:aurora:109.173.161.111:PL
svoboda.org,clear,https://svoboda.org,25,15,,315,1250,1250,
archive.org,onion,https://archivep75mbjunhxc6x4j5mwjmomyxb573v42baldlqu56ruil2oiad.onion/,0,2537,,4621,6579,6579,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; FFA38FB0FDF5439A0F8078A6BDA2BC7AC5968B3D:GOGRelayAlbF3:78.159.131.8:NL
archive.org,clear,https://archive.org,17,330,,35662,36101,36101,
theguardian.com,onion,https://www.guardian2zotagl6tmjucg3lrhxdk4dw3lhbqnkvvkywawy3oqfoprid.onion/europe,0,3875,,5190,12993,12993,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 89992F82FD9F5FA17BC8316502F93C931259B228:richhomie:64.65.63.30:NL
theguardian.com,clear,https://theguardian.com,0,0,2,347,472,472,
brave.com,onion,https://brave4u7jddbv7cyviptqjc7jusxh72uik7zt6adtckl5f4nwy2v72qd.onion/index.html,0,0,,8690,11936,11936,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 2F6D5862788E352470B65FEB901BFC9C2345482C:prsv:51.178.136.58:FR
brave.com,clear,https://brave.com,26,38,,273,368,368,
guardian.co.uk,onion,https://www.guardian2zotagl6tmjucg3lrhxdk4dw3lhbqnkvvkywawy3oqfoprid.onion/europe,0,747,,1738,2710,2710,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 89992F82FD9F5FA17BC8316502F93C931259B228:richhomie:64.65.63.30:NL
guardian.co.uk,clear,https://guardian.co.uk,0,0,1,290,407,407,
voanews.com,onion,https://www.voanews5aitmne6gs2btokcacixclgfl43cv27sirgbauyyjylwpdtqd.onion/,0,1855,,4037,8171,8171,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 3F91C4B4FEF63A1A48B06E557EFA743E925EA94B:ClearviewAISucks:45.84.107.142:SE
voanews.com,clear,https://voanews.com,25,17,1,321,1163,1163,
proton.me,onion,https://protonmailrmez3lotccipshtkleegetolb73fuirgj7r4o4vfu7ozyd.onion/,0,1415,,3270,4245,4245,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; 6CC4985B8057425A29C1D449401B76C31E7F2BE5:PommespanzerGB1:194.164.125.213:GB
proton.me,clear,https://proton.me,11,49,,263,520,520,
